,0
1910,9
1911,15
1912,7
1913,9
1914,10
1915,6
1916,11
1917,11
1918,2
1919,6
1920,2
1921,1
1922,13
1923,6
1924,0
1925,8
1926,5
1927,8
1928,8
1929,8
1930,4
1931,2
1932,10
1933,11
1934,2
1935,11
1936,8
1937,8
1938,8
1939,0
1940,15
1941,3
1942,12
1943,12
1944,2
1945,0
1946,3
1947,15
1948,14
1949,11
1950,1
1951,6
1952,9
1953,12
1954,6
1955,15
1956,7
1957,1
1958,15
1959,15
1960,0
1961,5
1962,15
1963,6
1964,2
1965,8
1966,15
1967,9
1968,10
1969,8
1970,4
1971,9
1972,7
1973,8
1974,5
1975,1
1976,7
1977,0
1978,8
1979,4
1980,9
1981,14
1982,3
1983,8
1984,7
1985,15
1986,6
1987,2
1988,3
1989,9
1990,5
1991,1
1992,0
1993,10
1994,15
1995,12
1996,11
1997,8
1998,12
1999,11
2000,3
2001,7
2002,14
2003,14
2004,10
2005,5
2006,3
2007,13
2008,14
2009,6
2010,3
2011,1
2012,13
2013,12
2014,10
2015,3
2016,11
2017,4
2018,7
2019,4
2020,5
2021,4
2022,12
2023,9
2024,3
2025,0
2026,3
2027,12
2028,14
2029,2
2030,14
2031,8
2032,4
2033,0
2034,1
2035,4
2036,5
2037,2
2038,11
2039,11
2040,7
2041,14
2042,8
2043,14
2044,7
2045,4
2046,3
2047,14
2048,1
2049,8
2050,4
2051,7
2052,14
2053,8
2054,6
2055,12
2056,5
2057,11
2058,12
2059,11
2060,11
2061,1
2062,2
2063,10
2064,10
2065,5
2066,11
2067,3
2068,10
2069,3
2070,13
2071,12
2072,7
2073,11
2074,8
2075,14
2076,0
2077,9
2078,8
2079,13
2080,14
2081,10
2082,14
2083,2
2084,8
2085,10
2086,2
2087,2
2088,9
2089,8
2090,4
2091,15
2092,1
2093,14
2094,7
2095,12
2096,15
2097,14
2098,15
2099,10
2100,14
2101,9
2102,5
2103,15
2104,3
2105,14
2106,6
2107,4
2108,2
2109,7
2110,4
2111,7
2112,4
2113,0
2114,1
2115,0
2116,6
2117,1
2118,13
2119,4
2120,11
2121,5
2122,1
2123,10
2124,7
2125,5
2126,15
2127,14
2128,8
2129,5
2130,9
2131,15
2132,0
2133,4
2134,11
2135,4
2136,8
2137,3
2138,15
2139,7
2140,4
2141,14
2142,4
2143,9
2144,13
2145,11
2146,11
2147,15
2148,11
2149,10
2150,4
2151,0
2152,9
2153,1
2154,15
2155,3
2156,5
2157,7
2158,6
2159,13
2160,1
2161,15
2162,1
2163,7
2164,13
2165,8
2166,10
2167,7
2168,0
2169,10
2170,2
2171,7
2172,0
2173,13
2174,1
2175,14
2176,11
2177,4
2178,13
2179,12
2180,6
2181,13
2182,7
2183,6
2184,2
2185,12
2186,11
2187,6
2188,12
2189,5
2190,8
2191,2
2192,2
2193,1
2194,12
2195,4
2196,6
2197,0
2198,14
2199,12
2200,2
2201,12
2202,6
2203,11
2204,10
2205,9
2206,2
2207,10
2208,15
2209,4
2210,7
2211,13
2212,7
2213,13
2214,2
2215,7
2216,4
2217,5
2218,5
2219,1
2220,12
2221,0
2222,11
2223,9
2224,10
2225,2
2226,7
2227,13
2228,1
2229,14
2230,1
2231,2
2232,9
2233,4
2234,11
2235,9
2236,5
2237,14
2238,9
2239,11
2240,2
2241,3
2242,12
2243,10
2244,9
2245,15
2246,15
2247,1
2248,1
2249,4
2250,3
2251,5
2252,2
2253,5
2254,2
2255,6
2256,14
2257,15
2258,14
2259,3
2260,10
2261,1
2262,2
2263,12
2264,10
2265,14
2266,1
2267,5
2268,10
2269,1
2270,5
2271,2
2272,0
2273,1
2274,4
2275,11
2276,11
2277,6
2278,9
2279,11
2280,14
2281,11
2282,7
2283,0
2284,12
2285,11
2286,6
2287,7
2288,3
2289,9
2290,12
2291,2
2292,6
2293,1
2294,10
2295,15
2296,11
2297,7
2298,1
2299,7
2300,12
2301,10
2302,4
2303,9
2304,3
2305,0
2306,12
2307,7
2308,14
2309,3
2310,15
2311,12
2312,6
2313,15
2314,7
2315,8
2316,1
2317,9
2318,4
2319,12
2320,5
2321,1
2322,15
2323,0
2324,15
2325,0
2326,15
2327,6
2328,3
2329,11
2330,1
2331,4
2332,2
2333,3
2334,10
2335,13
2336,8
2337,0
2338,13
2339,6
2340,0
2341,7
2342,5
2343,3
2344,12
2345,6
2346,11
2347,2
2348,1
2349,8
2350,8
2351,11
2352,7
2353,13
2354,15
2355,3
2356,1
2357,6
2358,10
2359,14
2360,9
2361,14
2362,11
2363,10
2364,1
2365,7
2366,0
2367,3
2368,2
2369,3
2370,13
2371,11
2372,10
2373,6
2374,10
2375,3
2376,4
2377,13
2378,8
2379,7
2380,3
2381,1
2382,6
2383,13
2384,15
2385,1
2386,12
2387,1
2388,0
2389,7
2390,1
2391,7
2392,15
2393,2
2394,14
2395,11
2396,8
2397,11
2398,15
2399,7
2400,13
2401,5
2402,2
2403,4
2404,2
2405,6
2406,3
2407,5
2408,8
2409,10
2410,3
2411,4
2412,11
2413,15
2414,5
2415,11
2416,12
2417,14
2418,7
2419,9
2420,9
2421,7
2422,9
2423,15
2424,13
2425,9
2426,1
2427,14
2428,5
2429,6
2430,4
2431,10
2432,4
2433,4
2434,10
2435,4
2436,15
2437,11
2438,1
2439,15
2440,6
2441,12
2442,12
2443,3
2444,12
2445,12
2446,1
2447,12
2448,15
2449,1
2450,15
2451,15
2452,14
2453,6
2454,13
2455,12
2456,13
2457,9
2458,1
2459,5
2460,15
2461,10
2462,13
2463,13
2464,11
2465,15
2466,7
2467,6
2468,3
2469,2
2470,0
2471,3
2472,11
2473,0
2474,8
2475,7
2476,13
2477,7
2478,5
2479,0
2480,15
2481,11
2482,8
2483,6
2484,0
2485,12
2486,4
2487,7
2488,3
2489,3
2490,3
2491,1
2492,4
2493,1
2494,7
2495,7
2496,12
2497,7
2498,6
2499,6
2500,0
2501,12
2502,3
2503,1
2504,9
2505,0
2506,4
2507,12
2508,8
2509,10
2510,6
2511,2
2512,11
2513,13
2514,14
2515,14
2516,14
2517,11
2518,14
2519,5
2520,8
2521,0
2522,9
2523,3
2524,4
2525,5
2526,15
2527,2
2528,15
2529,3
2530,7
2531,5
2532,15
2533,12
2534,13
2535,5
2536,7
2537,15
2538,15
2539,11
2540,1
2541,7
2542,10
2543,14
2544,3
2545,5
2546,4
2547,13
2548,1
2549,0
2550,8
2551,13
2552,7
2553,6
2554,0
2555,1
2556,3
2557,13
2558,7
2559,13
2560,13
2561,5
2562,5
2563,12
2564,15
2565,0
2566,8
2567,8
2568,15
2569,12
2570,14
2571,14
2572,5
2573,12
2574,2
2575,2
2576,6
2577,9
2578,7
2579,0
2580,0
2581,8
2582,12
2583,14
2584,10
2585,3
2586,8
2587,11
2588,7
2589,13
2590,14
2591,15
2592,7
2593,4
2594,10
2595,0
2596,10
2597,9
2598,13
2599,6
2600,10
2601,3
2602,2
2603,3
2604,1
2605,11
2606,7
2607,0
2608,14
2609,11
2610,5
2611,3
2612,10
2613,3
2614,0
2615,4
2616,11
2617,5
2618,10
2619,0
2620,9
2621,8
2622,3
2623,13
2624,9
2625,15
2626,13
2627,7
2628,13
2629,3
2630,9
2631,3
2632,3
2633,2
2634,3
2635,7
2636,4
2637,7
2638,7
2639,1
2640,2
2641,2
2642,6
2643,9
2644,15
2645,14
2646,4
2647,14
2648,5
2649,6
2650,10
2651,6
2652,3
2653,2
2654,6
2655,1
2656,10
2657,10
2658,13
2659,10
2660,15
2661,9
2662,10
2663,15
2664,8
2665,3
2666,3
2667,3
2668,4
2669,3
2670,6
2671,3
2672,2
2673,15
2674,3
2675,10
2676,8
2677,0
2678,12
2679,12
2680,12
2681,10
2682,5
2683,14
2684,1
2685,2
2686,5
2687,15
2688,2
2689,5
2690,15
2691,13
2692,3
2693,5
2694,10
2695,15
2696,8
2697,4
2698,11
2699,12
2700,15
2701,0
2702,11
2703,11
2704,2
2705,7
2706,3
2707,5
2708,15
2709,3
2710,12
2711,4
2712,11
2713,7
2714,10
2715,12
2716,5
2717,10
2718,9
2719,7
2720,11
2721,11
2722,4
2723,2
2724,15
2725,4
2726,8
2727,3
2728,5
2729,9
2730,12
2731,8
2732,1
2733,8
2734,0
2735,1
2736,7
2737,10
2738,5
2739,0
2740,5
2741,0
2742,1
2743,15
2744,13
2745,11
2746,14
2747,0
2748,11
2749,3
2750,13
2751,2
2752,12
2753,0
2754,13
2755,6
2756,9
2757,15
2758,1
2759,15
2760,8
2761,1
2762,12
2763,11
2764,4
2765,8
2766,7
2767,4
2768,13
2769,11
2770,4
2771,8
2772,12
2773,10
2774,5
2775,8
2776,0
2777,3
2778,0
2779,0
2780,10
2781,2
2782,4
2783,14
2784,14
2785,0
2786,5
2787,8
2788,14
2789,3
2790,0
2791,13
2792,14
2793,15
2794,5
2795,10
2796,0
2797,1
2798,0
2799,3
2800,12
2801,1
2802,10
2803,0
2804,7
2805,14
2806,15
2807,9
2808,2
2809,7
2810,8
2811,4
2812,13
2813,7
2814,8
2815,5
2816,1
2817,9
2818,5
2819,14
2820,2
2821,10
2822,3
2823,0
2824,8
2825,12
2826,3
2827,15
2828,3
2829,10
2830,2
2831,6
2832,14
2833,14
2834,14
2835,13
2836,10
2837,2
2838,13
2839,6
2840,2
2841,15
2842,11
2843,8
2844,9
2845,2
2846,8
2847,11
2848,14
2849,4
2850,7
2851,8
2852,8
2853,2
2854,0
2855,9
2856,8
2857,9
2858,2
2859,15
2860,15
2861,12
2862,9
2863,13
2864,6
2865,4
2866,5
2867,1
2868,12
2869,7
2870,13
2871,5
2872,12
2873,9
2874,15
2875,8
2876,13
2877,9
2878,13
2879,0
2880,2
2881,12
2882,11
2883,12
2884,10
2885,5
2886,8
2887,10
2888,3
2889,7
2890,13
2891,4
2892,6
2893,0
2894,4
2895,6
2896,5
2897,6
2898,14
2899,4
2900,14
2901,1
2902,12
2903,14
2904,9
2905,8
2906,6
2907,12
2908,15
2909,8
2910,11
2911,4
2912,10
2913,7
2914,6
2915,10
2916,1
2917,1
2918,15
2919,10
2920,6
2921,12
2922,5
2923,11
2924,13
2925,12
2926,1
2927,4
2928,13
2929,0
2930,14
2931,6
2932,3
2933,4
2934,0
2935,13
2936,11
2937,4
2938,7
2939,8
2940,3
2941,14
2942,15
2943,9
2944,2
2945,3
2946,5
2947,14
2948,0
2949,10
2950,2
2951,2
2952,11
2953,6
2954,3
2955,10
2956,3
2957,9
2958,12
2959,2
2960,14
2961,9
2962,2
2963,10
2964,0
2965,14
2966,12
2967,9
2968,13
2969,15
2970,10
2971,4
2972,5
2973,5
2974,15
2975,8
2976,2
2977,0
2978,0
2979,11
2980,5
2981,2
2982,14
2983,10
2984,6
2985,6
2986,14
2987,15
2988,2
2989,6
2990,12
2991,1
2992,4
2993,11
2994,15
2995,4
2996,14
2997,2
